id,person_id,group,note
2938,2938,asian,
2941,2941,caucasian,
2942,2942,caucasian,
2944,2944,asian,
2945,2945,caucasian,
2954,2954,caucasian,
2955,2955,caucasian,
2956,2956,caucasian,
2960,2960,asian,
2961,2961,caucasian,
2964,2964,caucasian,
2966,2966,caucasian,
2967,2967,asian,
2976,2976,caucasian,
2977,2977,caucasian,
2978,2978,other,
2979,2979,caucasian,
2980,2980,caucasian,
2984,2984,caucasian,
2985,2985,caucasian,
2986,2986,caucasian,
2987,2987,caucasian,
2988,2988,caucasian,
2989,2989,asian,
2991,2991,caucasian,
2997,2997,asian,
2998,2998,caucasian,
3003,3003,caucasian,
3004,3004,caucasian,
3006,3006,caucasian,
3007,3007,caucasian,
3009,3009,caucasian,
3011,3011,caucasian,
3012,3012,other,
3013,3013,asian,
3014,3014,asian,
3023,3023,afro_american,
3024,3024,caucasian,
3026,3026,caucasian,
3027,3027,other,
3037,3037,asian,
3039,3039,caucasian,
3042,3042,asian,
3043,3043,other,
3051,3051,caucasian,
3057,3057,afro_american,
3059,3059,afro_american,
3060,3060,caucasian,
3064,3064,other,
3065,3065,other,
3079,3079,asian,
3089,3089,caucasian,
3093,3093,other,
3102,3102,other,
3107,3107,asian,
3116,3116,caucasian,
3117,3117,caucasian,
3122,3122,caucasian,
3125,3125,caucasian,
3126,3126,caucasian,
3130,3130,caucasian,
3133,3133,caucasian,
3134,3134,caucasian,
3137,3137,caucasian,
3139,3139,caucasian,
3140,3140,caucasian,
3160,3160,afro_american,
3163,3163,caucasian,
3172,3172,caucasian,
3174,3174,caucasian,
3177,3177,caucasian,
3178,3178,caucasian,
3179,3179,caucasian,
3180,3180,caucasian,
3183,3183,caucasian,
3185,3185,caucasian,
3188,3188,caucasian,
3189,3189,afro_american,
3190,3190,caucasian,
3192,3192,other,
3193,3193,caucasian,
3197,3197,asian,
3199,3199,caucasian,
3200,3200,caucasian,
3202,3202,afro_american,
3205,3205,caucasian,
3206,3206,caucasian,
3211,3211,other,
3212,3212,caucasian,
3214,3214,caucasian,
3216,3216,caucasian,
3218,3218,asian,
3219,3219,caucasian,
3222,3222,caucasian,
3223,3223,caucasian,
3224,3224,caucasian,
3225,3225,caucasian,
3231,3231,caucasian,
3232,3232,caucasian,
3239,3239,caucasian,
3246,3246,caucasian,
3247,3247,caucasian,
3248,3248,caucasian,
3251,3251,caucasian,
3253,3253,caucasian,
3255,3255,caucasian,
3258,3258,caucasian,
3259,3259,caucasian,
3263,3263,caucasian,
3265,3265,caucasian,
3266,3266,caucasian,
3270,3270,caucasian,
3273,3273,caucasian,
3275,3275,caucasian,
3277,3277,caucasian,
3278,3278,caucasian,
3282,3282,afro_american,
3283,3283,caucasian,
3302,3302,caucasian,
3303,3303,caucasian,
3304,3304,caucasian,
3307,3307,caucasian,
3312,3312,other,
3314,3314,caucasian,
3315,3315,caucasian,
3324,3324,caucasian,
3326,3326,caucasian,
3327,3327,caucasian,
3328,3328,caucasian,
3332,3332,asian,
3336,3336,caucasian,
3340,3340,caucasian,
3342,3342,caucasian,
3343,3343,caucasian,
3344,3344,caucasian,
3348,3348,caucasian,
3349,3349,caucasian,
3351,3351,caucasian,
3352,3352,caucasian,
3354,3354,caucasian,
3358,3358,caucasian,
3359,3359,caucasian,
3360,3360,caucasian,
3361,3361,caucasian,
3366,3366,caucasian,
3367,3367,caucasian,
3371,3371,caucasian,
3374,3374,caucasian,
3375,3375,caucasian,
3377,3377,caucasian,
3378,3378,caucasian,
3379,3379,afro_american,
3380,3380,caucasian,
3381,3381,other,
3382,3382,caucasian,
3384,3384,afro_american,
3389,3389,caucasian,
3397,3397,caucasian,
3403,3403,caucasian,
3404,3404,asian,
3406,3406,caucasian,
3412,3412,afro_american,
3413,3413,asian,
3425,3425,caucasian,
3431,3431,caucasian,
3432,3432,caucasian,
3435,3435,caucasian,
3442,3442,caucasian,
3450,3450,asian,
3451,3451,caucasian,
3453,3453,caucasian,
3454,3454,asian,
3456,3456,asian,
3463,3463,afro_american,
3465,3465,caucasian,
3466,3466,other,
3467,3467,caucasian,
3469,3469,caucasian,
3473,3473,caucasian,
3474,3474,caucasian,
3491,3491,caucasian,
3492,3492,caucasian,
3495,3495,asian,
3498,3498,afro_american,
3501,3501,caucasian,
3502,3502,other,
3523,3523,caucasian,
